Географска хијерархија - Округ,Географска хијерархија - Општина,Географска хијерархија - Основна школа,Школска година,Број ученика,Просек 6. разред,Просек 7. разред,Просек 8. разред,Просечан број бодова из ОШ,Просек бодова - Матерњи језик,Просек поена - Матерњи језик,Просек станд. скор - Матерњи језик,Просек бодова - Математика,Просек поена - Математика,Просек станд. скор - Математика,Просек бодова - Трећи тест,Просек поена - Трећи тест,Просек станд. скор - Трећи тест,Просек - завршни испит,Укупан просечан број поена
Моравички управни округ,Чачак,"ОШ ""Прељина"", Прељина",2023/24,51,3.96,3.86,3.84,46.65,8.10,11.42,498,8.00,11.27,500,7.99,13.32,486,24.16,71.65
Моравички управни округ,Чачак,"Основна школа за образовање одраслих ""Чачак"", Чачак",2023/24,40,2.78,2.79,2.92,33.96,9.08,,,4.69,,,,,,21.00,70.52
Моравички управни округ,Чачак,"ОШ ""Бранислав Петровић"", Слатина",2023/24,42,3.89,3.67,3.85,45.63,7.63,10.90,486,6.37,9.10,444,7.39,12.31,459,21.39,67.02
Моравички управни округ,Чачак,"Школа за основно и средње образовање ""1. новембар"", Чачак",2023/24,8,4.02,4.04,4.06,48.47,10.98,,,8.93,,,,,,28.76,
Моравички управни округ,Горњи Милановац,"ОШ ""Краљ Александар I"", Горњи Милановац",2023/24,99,4.08,4.12,4.20,49.57,7.90,11.28,496,7.81,11.11,495,8.98,14.96,524,24.68,96.88
Моравички управни округ,Горњи Милановац,"ОШ ""Момчило Настасијевић"", Горњи Милановац",2023/24,77,4.08,4.05,4.04,48.68,8.58,12.25,516,7.50,10.71,485,9.11,15.18,536,25.18,74.18
Моравички управни округ,Горњи Милановац,"ОШ ""Десанка Максимовић"", Горњи Милановац",2023/24,76,3.96,3.91,3.90,47.11,7.89,11.31,495,7.43,10.41,478,8.01,13.36,497,23.45,72.70
Моравички управни округ,Горњи Милановац,"ОШ ""Арсеније Лома"", Рудник",2023/24,17,4.02,4.03,4.14,48.73,7.19,9.23,450,7.54,9.93,466,7.76,12.93,485,22.98,70.03
Моравички управни округ,Горњи Милановац,"ОШ ""Свети Сава"", Горњи Милановац",2023/24,66,3.79,3.68,3.73,44.80,7.63,10.66,481,7.30,10.21,473,7.92,13.20,479,22.89,68.26
Моравички управни округ,Горњи Милановац,"ОШ ""Иво Андрић"", Прањани",2023/24,28,3.71,3.64,3.69,44.17,7.68,10.78,484,6.89,9.72,460,7.71,12.85,459,22.41,66.71
Моравички управни округ,Горњи Милановац,"ОШ ""Таковски устанак"", Таково",2023/24,17,3.72,3.69,3.80,44.84,7.78,10.75,483,6.55,8.97,441,6.92,11.53,451,21.41,66.10
Моравички управни округ,Лучани,"ОШ ""Котража"", Котража",2023/24,8,4.35,4.37,4.30,52.06,10.46,14.94,574,7.18,10.25,474,8.14,13.56,443,25.77,134.70
Моравички управни округ,Лучани,"ОШ ""Горачићи"", Горачићи",2023/24,18,3.88,3.98,4.09,47.82,8.67,12.18,514,8.36,11.59,508,8.82,14.71,520,25.97,74.45
Моравички управни округ,Лучани,"ОШ ""Милан Благојевић"", Лучани (варошица)",2023/24,43,3.85,3.83,3.96,46.60,7.42,10.38,475,7.63,10.77,487,8.31,13.85,522,23.42,72.75
Моравички управни округ,Лучани,"ОШ ""Академик Миленко Шушић"", Гуча (варошица)",2023/24,46,3.86,3.83,3.85,46.15,7.34,10.34,474,7.06,9.89,464,7.96,13.27,479,22.40,72.29
Моравички управни округ,Лучани,"ОШ ""Вук Караџић"", Каона",2023/24,5,3.51,3.71,3.85,44.30,7.00,10.00,500,9.24,11.75,512,8.64,14.40,534,24.88,71.65
Моравички управни округ,Лучани,"ОШ ""Марко Пајић"", Вича",2023/24,6,3.71,3.61,3.63,43.83,7.88,11.25,494,6.07,8.67,433,6.90,11.50,431,20.84,64.68
Пчињски управни округ,Врање,"ОШ ""Вук Караџић"", Врање",2023/24,138,4.43,4.35,4.35,52.59,9.58,13.54,544,10.04,14.30,577,9.47,15.78,556,29.17,93.58
Пчињски управни округ,Врање,"ОШ ""Бранко Радичевић"", Врање",2023/24,69,4.43,4.38,4.47,53.12,9.74,13.91,552,10.08,14.41,579,9.67,16.11,581,29.49,90.52
Пчињски управни округ,Врање,"ОШ ""Јован Јовановић Змај"", Врање",2023/24,77,4.30,4.20,4.29,51.14,8.40,12.00,510,8.65,12.36,527,9.01,15.02,536,26.06,89.55
Пчињски управни округ,Врање,"ОШ ""Светозар Марковић"", Врање",2023/24,102,4.32,4.30,4.52,52.58,8.12,11.60,502,9.40,13.42,554,9.41,15.69,552,26.93,88.78
Пчињски управни округ,Врање,"ОШ ""Доситеј Обрадовић"", Врање",2023/24,84,3.93,3.88,4.01,47.43,9.45,13.49,543,10.17,14.53,582,10.73,17.89,622,30.46,85.95
Пчињски управни округ,Врање,"ОШ ""Радоје Домановић"", Врање",2023/24,114,4.19,4.21,4.35,51.00,8.85,12.66,525,10.32,14.79,589,10.21,17.02,593,29.34,82.35
Пчињски управни округ,Врање,"ОШ ""Бранислав Нушић"", Ратаје",2023/24,28,3.89,3.77,3.98,46.58,7.74,11.05,490,6.13,8.75,436,7.22,12.04,490,21.08,76.34
Пчињски управни округ,Врање,"ОШ ""1. мај"", Вртогош",2023/24,24,4.04,4.01,4.10,48.58,8.87,12.67,525,7.67,10.96,492,10.35,17.25,615,26.89,75.46
Пчињски управни округ,Врање,"ОШ ""Бора Станковић"", Тибужде",2023/24,32,4.07,3.93,4.05,48.21,7.62,10.60,480,9.21,13.03,544,9.06,15.10,563,25.96,75.19
Пчињски управни округ,Врање,"ОШ ""20. октобар"", Власе",2023/24,10,3.81,3.92,3.93,46.64,5.32,6.78,396,5.53,7.00,391,10.60,17.67,603,21.59,72.58
Пчињски управни округ,Врање,"Основна школа за образовање одраслих у Врању, Врање",2023/24,33,2.35,2.43,2.67,29.94,8.43,,,4.20,,,,,,19.05,63.63
Пчињски управни округ,Врање,"Школа за основно и средње образовање ""Вуле Антић"", Врање",2023/24,9,4.65,4.53,4.62,55.22,11.16,,,11.01,,,,,,31.37,
Пчињски управни округ,Врањска Бања,"ОШ ""Предраг Девеџић"", Врањска Бања",2023/24,49,4.04,4.02,3.98,48.16,7.47,10.67,481,8.65,12.36,527,8.14,13.57,504,24.48,82.01
Пчињски управни округ,Врањска Бања,"ОШ ""Краљ Петар I Ослободилац"", Корбевац",2023/24,14,4.08,4.05,4.34,49.88,4.83,6.89,399,5.50,7.86,413,6.24,10.39,423,16.56,67.75
Пчињски управни округ,Босилеград,"ОШ ""Георги Димитров"", Босилеград",2023/24,47,4.29,4.34,4.53,52.64,7.77,10.95,492,7.55,10.59,482,7.43,12.39,460,22.85,75.16
Пчињски управни округ,Бујановац,"ОШ ""Вук Караџић"", Левосоје",2023/24,15,3.90,4.01,4.10,48.05,6.95,9.93,465,9.47,13.53,557,9.56,15.93,558,25.99,82.37
Пчињски управни округ,Бујановац,"ОШ ""Наим Фрашери"", Бујановац",2023/24,44,4.03,4.00,4.20,48.90,10.11,14.44,584,11.38,16.25,626,8.94,14.90,532,30.47,79.58
Пчињски управни округ,Бујановац,"ОШ ""Миђени"", Муховац",2023/24,2,4.64,4.66,4.85,56.54,4.20,6.00,249,8.40,12.00,518,8.10,13.50,487,20.70,77.24
Пчињски управни округ,Бујановац,"ОШ ""Сами Фрашери"", Лучане",2023/24,20,4.22,4.31,4.18,50.82,7.99,11.41,464,9.43,13.47,555,8.33,13.88,441,25.75,77.19
Пчињски управни округ,Бујановац,"ОШ ""Али Бекташи"", Несалце",2023/24,18,4.14,4.00,4.13,49.09,8.50,12.15,493,8.69,12.41,528,9.34,15.56,566,26.53,76.76
Пчињски управни округ,Бујановац,"ОШ ""Мухарем Кадрију"", Велики Трновац",2023/24,48,3.88,3.92,3.97,47.10,9.49,13.55,549,9.51,13.59,558,8.16,13.60,526,27.15,75.11
Пчињски управни округ,Бујановац,"ОШ ""Бранко Радичевић"", Бујановац",2023/24,105,3.61,3.61,3.60,43.34,6.03,8.95,436,6.94,10.36,467,8.27,13.79,532,21.26,73.28
Пчињски управни округ,Бујановац,"ОШ ""Десанка Максимовић"", Биљача",2023/24,22,4.22,3.99,4.02,48.93,9.77,14.03,567,7.32,10.47,479,7.89,13.16,477,24.94,73.27
Пчињски управни округ,Бујановац,"ОШ ""Драгомир Трајковић"", Жбевац",2023/24,6,3.96,4.08,4.16,48.79,6.65,9.50,456,7.00,10.00,467,7.65,12.75,495,21.30,70.09
Пчињски управни округ,Бујановац,"ОШ ""Бора Станковић"", Кленике",2023/24,26,4.06,4.07,4.17,49.17,6.14,8.19,427,5.99,7.94,415,5.44,9.06,415,17.99,66.87
Пчињски управни округ,Прешево,"ОШ ""Дитуриа"", Црнотинце",2023/24,19,3.93,3.90,4.23,48.64,7.47,10.67,434,10.54,15.06,596,10.50,17.50,575,28.51,77.14
Пчињски управни округ,Прешево,"ОШ ""Селами Халичи"", Ораовица",2023/24,31,3.92,3.86,3.86,46.56,9.53,13.61,551,10.18,14.55,583,10.53,17.55,599,30.24,76.88
Пчињски управни округ,Прешево,"ОШ ""Вук Караџић"", Прешево",2023/24,15,3.91,3.97,4.11,47.95,8.12,11.60,502,7.84,11.20,498,10.76,17.93,610,26.72,76.24
Пчињски управни округ,Прешево,"ОШ ""Професор Ибрахим Кељменди"", Прешево",2023/24,163,3.95,3.90,3.99,47.44,8.16,11.65,473,10.89,15.55,608,8.60,14.33,513,27.64,75.19
Пчињски управни округ,Прешево,"ОШ ""9. мај"", Рељан",2023/24,25,4.00,3.78,3.98,47.06,8.51,12.16,498,10.22,14.60,584,7.44,12.40,472,26.17,73.23
Пчињски управни округ,Прешево,"ОШ ""Абдулах Крашница"", Миратовац",2023/24,21,3.76,3.73,3.90,45.58,6.44,9.20,376,9.07,12.95,542,7.08,11.80,470,22.59,70.37
Пчињски управни округ,Прешево,"ОШ ""Миђени"", Церевајка",2023/24,2,3.47,3.60,3.75,43.24,7.00,10.00,408,10.50,15.00,594,9.30,15.50,543,26.80,70.04
Пчињски управни округ,Прешево,"ОШ ""Зенељ Хајдини"", Рајинце",2023/24,25,3.54,3.25,3.35,40.37,9.14,13.06,529,9.19,13.13,547,9.30,15.50,540,27.63,68.00
Пчињски управни округ,Трговиште,"ОШ ""Бранко Радичевић"", Трговиште",2023/24,16,4.27,4.29,4.36,51.67,6.72,9.59,458,7.79,11.13,496,8.03,13.38,483,22.53,76.89
Пчињски управни округ,Трговиште,"ОШ ""Жарко Зрењанин Уча"", Радовница",2023/24,4,4.63,4.63,4.80,56.23,6.74,9.63,459,6.65,9.50,455,6.75,11.25,424,20.14,76.37
Пчињски управни округ,Трговиште,"ОШ ""Вук Караџић"", Доњи Стајевац",2023/24,6,4.34,4.48,4.56,53.47,5.66,8.08,425,6.30,9.00,442,6.30,10.50,409,18.26,71.73
Пчињски управни округ,Трговиште,"ОШ ""Бора Станковић"", Ново Село",2023/24,6,4.18,4.08,4.30,50.23,4.49,6.42,389,4.67,6.67,382,5.65,9.42,373,14.81,65.04
Пчињски управни округ,Сурдулица,"ОШ ""Иво Лола Рибар"", Клисура",2023/24,1,4.60,4.62,4.69,55.64,9.45,13.50,543,7.00,10.00,467,3.60,6.00,338,20.05,75.69
Пчињски управни округ,Сурдулица,"ОШ ""Академик Ђорђе Лазаревић"", Власина Округлица",2023/24,1,5.00,5.00,5.00,60.00,4.90,7.00,401,4.90,7.00,391,5.40,9.00,362,15.20,75.20
Пчињски управни округ,Сурдулица,"ОШ ""Јован Јовановић Змај"", Сурдулица",2023/24,53,4.15,4.12,4.35,51.09,6.92,9.84,463,7.31,10.40,477,6.81,11.35,456,21.17,74.50
Пчињски управни округ,Сурдулица,"ОШ ""Вук Караџић"", Сурдулица",2023/24,81,4.05,3.88,3.97,47.94,7.45,10.64,480,7.10,10.06,469,7.32,12.20,463,21.87,74.09
Пчињски управни округ,Сурдулица,"ОШ ""Пера Мачкатовац"", Бело Поље",2023/24,21,3.98,3.84,4.05,47.53,4.28,6.12,382,5.57,7.95,415,5.20,8.67,405,15.05,68.34
Пчињски управни округ,Сурдулица,"ОШ ""Свети Сава"" , Божица",2023/24,1,4.33,4.44,4.38,52.60,5.95,8.50,434,5.60,8.00,416,3.90,6.50,351,15.45,68.05
Пчињски управни округ,Сурдулица,"ОШ ""Бора Станковић"", Јелашница",2023/24,16,3.05,3.00,2.95,36.00,5.14,6.50,392,4.79,4.25,367,4.73,7.88,371,14.88,67.87
Пчињски управни округ,Владичин Хан,"ОШ ""Свети Сава"", Владичин Хан",2023/24,80,4.02,3.92,4.00,47.78,6.41,9.03,445,6.68,9.45,452,7.16,11.94,471,20.28,72.00
Пчињски управни округ,Владичин Хан,"ОШ ""Бранко Радичевић"", Владичин Хан",2023/24,55,3.94,3.87,3.93,46.94,5.09,7.27,407,5.47,7.81,412,5.81,9.69,397,16.37,67.85
Пчињски управни округ,Владичин Хан,"ОШ ""Војвода Радомир Путник"", Џеп",2023/24,5,3.57,3.49,3.47,42.13,3.71,5.30,364,4.90,7.00,391,5.88,9.80,384,14.49,60.51
Пчињски управни округ,Владичин Хан,"ОШ ""Вук Караџић"", Стубал",2023/24,34,3.14,3.16,3.41,38.84,5.75,5.67,372,4.60,6.13,369,4.96,8.27,362,16.05,59.35
Топлички управни округ,Блаце,"ОШ ""Стојан Новаковић"", Блаце",2023/24,77,4.08,4.11,4.16,49.40,6.73,9.41,454,7.50,10.63,483,6.94,11.57,456,21.36,81.58
Топлички управни округ,Прокупље,"Школа за основно образовање одраслих  , Прокупље",2023/24,16,2.29,2.80,3.33,33.69,9.20,,,6.40,,,,,,23.86,84.15
Топлички управни округ,Прокупље,"ОШ ""Никодије Стојановић Татко"", Прокупље",2023/24,105,4.08,3.99,3.99,48.27,7.45,10.66,481,8.82,12.48,530,6.56,10.93,453,22.92,81.71
Топлички управни округ,Прокупље,"ОШ ""9. октобар"", Прокупље",2023/24,121,4.11,4.07,4.07,49.02,7.50,10.76,481,7.11,10.20,469,7.21,12.02,474,21.85,79.55
Топлички управни округ,Прокупље,"ОШ ""Ратко Павловић Ћићко"", Прокупље",2023/24,82,4.28,4.21,4.30,51.16,7.80,11.08,490,7.44,10.40,477,8.67,14.45,545,24.00,78.02
Топлички управни округ,Прокупље,"ОШ ""Вук Караџић"", Житни Поток",2023/24,5,4.09,3.89,3.79,47.06,4.55,6.50,390,3.78,5.40,351,6.00,10.00,439,14.33,71.36
Топлички управни округ,Прокупље,"ОШ ""Милић Ракић Мирко"", Прокупље",2023/24,32,3.93,3.92,3.93,47.12,7.02,10.03,467,7.33,10.47,479,5.65,9.42,412,20.00,68.94
Топлички управни округ,Прокупље,"ОШ ""Светислав Мирковић Ненад"", Мала Плана",2023/24,19,3.66,3.61,3.68,43.83,6.15,8.79,440,7.99,11.42,503,7.41,12.34,473,21.55,65.45
Топлички управни округ,Прокупље,"Специјална школа ""Свети Сава"", Прокупље",2023/24,3,3.88,4.31,4.57,51.05,13.30,,,10.27,,,,,,32.67,
